epoch,val_mrr,loss,latency
1.0,0.5186122059822083,0.7745749199017881,10.713243199999852
2.0,0.509682834148407,0.6187325997371226,12.376788400000803
3.0,0.502139687538147,0.5848900952935222,11.487798299998758
4.0,0.4895559251308441,0.5621904168836774,11.278189799999382
1.0,0.5186122059822083,0.7745749199017881,12.475792200000797
1.0,0.5186122059822083,0.7745749199017881,13.663729799998691
1.0,0.5186122059822083,0.7745749199017881,10.347630700000082
1.0,0.5186122059822083,0.7745749199017881,14.967520399999556
2.0,0.509682834148407,0.6187325997371226,16.267020699999193
3.0,0.502139687538147,0.5848900952935222,10.176613800000268
4.0,0.4895559251308441,0.5621904168836774,10.552953600001274
1.0,0.5186122059822083,0.7745749199017881,10.277756199999205
2.0,0.509682834148407,0.6187325997371226,10.070905100001257
3.0,0.502139687538147,0.5848900952935222,10.399570700001275
4.0,0.4895559251308441,0.5621904168836774,10.164417800000592
1.0,0.5186122059822083,0.7745749199017881,10.078717700000198
2.0,0.509682834148407,0.6187325997371226,10.146026000000347
3.0,0.502139687538147,0.5848900952935222,10.171917499999836
4.0,0.4895559251308441,0.5621904168836774,10.642451599998822
1.0,0.5186122059822083,0.7745749199017881,11.568061800000578
2.0,0.509682834148407,0.6187325997371226,11.016116800001328
1.0,0.5186122059822083,0.7745749199017881,11.647027299999536
2.0,0.509682834148407,0.6187325997371226,11.302560999998605
3.0,0.502139687538147,0.5848900952935222,10.694379399999889
4.0,0.4895559251308441,0.5621904168836774,11.9231045000015
